PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Unearthen Black Money scheme is a very upstanding scheme implemented by BJP government.,
BJP,ARGA,Satyapal Singh Baghel,1,Lotus,MALE,Atal Pension Scheme - It was Launched for unorganised sector ‘s workers,
BJP,ANANTNAG,SOFI YOUSUF,1,Lotus,MALE,To develop heritage cities BJP government development implemented a good quality scheme called HRIDAY .,
BJP,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,1,Lotus,MALE,They even developed a scheme to support small business by giving loans. ,
BJP,ALLAHABAD,Rita Bahuguna Joshi,1,Lotus,FEMALE,Deendayal Upadhyaya Gram Jyoti Yojana to provide power to the rural areas to end their suffering.,
BJP,ALMORA,Ajay Tamta,1,Lotus,MALE,"Mahatma Gandhi Pravasi Suraksha Yojana is a special social security scheme which includes Pension and Life Insurance, introduced by Ministry of Overseas Indian Affairs for the overseas Indian workers in possession of Emigration Check Required (ECR) passports It is really helpfull and it reduces burden Amzing idea.",
BJP,ALWAR,Balak Nath,1,Lotus,MALE,"Indradanush Scheme  depicting seven colours of the rainbow, aims to cover all those children by 2020 who are either unvaccinated, or are partially vaccinated against seven vaccine preventable diseases which include diphtheria, whooping cough, tetanus, polio, tuberculosis,measles and hepatitis B.It is really helfull to children ..",
BJP,AMBALA,RATTAN LAL KATARIA,1,Lotus,MALE,"There were 60 crore people, who did not have a bank account, they did not have electricity connection, gas connection or health facilities. The Modi government has given all of these to them and it has helped increase their faith in India's democratic process.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"There has not been a single instance of corruption in the last seven years. We have provided a corruption-free government. We have taken many decisions and one or two may be wrong. But no one, not even critics, can say that our intention (niyat) is bad.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"Over the first four years of Modi's premiership, India's GDP grew at an average rate of 7.23%, higher than the rate of 6.39% under the previous government. The level of income inequality increased",
BJP,ARGA,Satyapal Singh Baghel,1,Lotus,MALE,The Modi Government has launched many new schemes for the development of the country and the residents.,
BJP,ANANTNAG,SOFI YOUSUF,1,Lotus,MALE,Ayushman Bharat: Launched in 2018 by Prime Minister Narendra Modi Ayushman Bharat is a health scheme. It is the largest government-funded healthcare programme in the world with over 50 crore beneficiaries. The Ayushman Bharath programme has two sub-missions PM-JAY & HWCs.,
BJP,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,1,Lotus,MALE,"It is really amazing that Pradhan Mantri Jan Arogya Yojana (PM-JAY), earlier known as the National Health Protection Scheme (NHPS) will cover the financial protection for availing healthcare services at the secondary and tertiary levels.",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,BJP government tring at its best by UMANG – Unified Mobile Application for New-age Governance is a mobile application launched by PM Narendra Modi to provide secured access to the citizens to multiple government services at one platform. UMANG is a key component of the Digital India initiative of the government that intends to make all traditional offline government services available 24 * 7 online through a single unified app.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"Amazing scheme lauched is National Digital Health Mission – Launched on August 15, 2020, the mission aims to create an integrated healthcare system linking practitioners with patients digitally by giving them access to real-time health records.",
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE,Atmanirbhar Bharat Abhiyan – The scheme (meaning self-reliant India scheme) is a name given to the full-fledged economic stimulus package announced by the Union Government. It has been launched with an aim to make people self-dependent and overcome the difficulties caused by the coronavirus pandemic. It is really helpfull.,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,Beti Bachao Beti Padhao -  The goal of this scheme is to make girls socially and financially self-reliant through education.,
BJP,AUTONOMOUS DISTRICT,HOREN SING BEY,1,Lotus,MALE, Hridaya Plan is a super scheme which take care of world heritage sites and to make these sites economically viable.,
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE, Ujala Yojana -Distribution of LED bulbs at a low price to reduce electricity consumption lauched by BJP it is welafre to India.   ,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE," Atal Pension Yojna - Gives financial to  support , Monthly pension for people from the unorganized sector b/w age of 18 to 40 years ",
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE,Smart city scheme is amazing idea to develop India - Developing 100 selected cities of the country as smart cities from 2015 to 2020,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE, Making all government services electronically available to the public which helps alot.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Start -Up India is a amazing scheme to support youth with new ideas.,
BJP,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1,Lotus,MALE, Setu Bhartam Yojna is a very good schema - Construction of Over and Under Bridge to make National Highways Railway Crossing free,
BJP,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,1,Lotus,MALE,Gramoday Se Bharat Uday - Emphasizing the development of villages for proper development of the country,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,Taking a very good major steps for  Cleanliness of river Ganga,
BJP,ARUNACHAL EAST,Tapir Gao,1,Lotus,MALE,Developed schemes to  connect more and more peoples from the banking services,
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,"A Mega Pension Scheme has been approved for the traders, shopkeepers, and self employed persons (whose GST turnover is less than Rs 1.5 crore).The scheme guarantees a minimum assured pension of Rs 3,000 per month for around 3 crore small traders, self employed persons, and shopkeepers, once they attain 60 years of age.",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,"Pradhan Mantri Jan Dhan Yojana is a National Mission on Financial Inclusion which has an integrated approach to bring about comprehensive financial inclusion and provide banking services to all households in the country. The scheme ensures access to a range of financial services like availability of basic savings bank account, access to need based credit, remittances facility, insurance and pension.",
BJP,AUTONOMOUS DISTRICT,HOREN SING BEY,1,Lotus,MALE," PM Narendra Modi launched the 'Make in India' campaign to facilitate investment, foster innovation, enhance skill development, protect intellectual property & build best in class manufacturing infrastructure.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Swachh Bharat Mission was launched throughout length and breadth of the country as a national movement. The campaign aims to achieve the vision of a 'Clean India' by 2nd October 2019.The Swachh Bharat Abhiyan is the most significant cleanliness campaign by the Government of India.,
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,"Sansad Adarsh Gram Yojana -  is a rural development programme broadly focusing upon the development in the villages which includes social development, cultural development and spread motivation among the people on social mobilization of the village community.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Pradhan Mantri Shram Yogi Maan-dhan (PM-SYM) - is a voluntary and contributory pension scheme,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"To create an inclusive, sustainable and value based entrepreneurial culture, in collaboration with our partner institutions in achieving economic success and financial security. Pradhan Mantri MUDRA Yojana (PMMY) is a scheme launched ",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,State run Energy Efficiency Services Ltd (EESL) has distributed over 30 crore light emitting diode (LED) bulbs across country under zero-subsidy Unnat Jyoti by Affordable LEDs for All (UJALA) scheme.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"Atal Pension Yojana is a pension scheme mainly aimed at the unorganized sector such as maids, gardeners, delivery boys, etc. This scheme replaced the previous Swavalamban Yojana which wasn't accepted well by the people.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Pradhan Mantri Jeevan Jyoti Bima Yojana is a government-backed Life insurance scheme in India. Pradhan Mantri Jeevan Jyoti Bima Yojana is available to people between 18 and 50 years of age with bank accounts.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,The Digital India programme is a flagship programme of the Government of India with a vision to transform India into a digitally empowered society and knowledge economy.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,The scheme Agriculture Infrastructure Fund Scheme implemented by BJP government really a very good scheme which is useful to farmers.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,E-SHRAM Portal Scheme is implemented By government for the welfare of unorganised sector works.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,PM e-Vidya Yojana scheme is really benefits nearly 25 crore school going children across the country.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,PM e-Vidya Yojana scheme is really benefits nearly 25 crore school going children across the country.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Pradhan Mantri Garib Kalyan Rojgar Abhiyaan is really a very helpfull scheme for  migrant workers and rural citizens To provide jobs / employment opportunities ,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,This  Govt. will provide paid internship to youth and ensure availability of assured project loans to young cooperators.very encouraging for youth new cool ideas.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,BJP has took a good step To make India self reliant or self dependent in production and export of goods.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Rs. 6000 per annum to small and marginal farmers with land holding upto 2 hectares. Giving finanacial support to poor people.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"All the farmers with land holding upto 2 hectares (5 acres) of land will get Rs. 6,000 per year in PM Kisan Samman Nidhi Yojana. Farmers will get 3 minimum installments of Rs. 2,000 each with an outlay of Rs. 75,000 crore. Around 12 crore small and marginal farmers would be benefitted and installments would be transferred directly into the bank accounts of the farmers.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Under Pradhan Mantri Shram Yogi Maan-dhan Yojana, govt. will provide Rs. 3,000 p.m after attaining the age of 60 years to ensure old age protection for Unorganised Workers.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,"Under Nikshay Poshan Yojana, the central govt. will provide Rs. 500 per month to all TB patients notified as on 1 April 2018. The patients who are undergoing treatment would also be eligible. This scheme will enable poor TB patients to avail treatment in any private / public sector hospitals.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,PMJAY will provide Rs. 5 Lakh health insurance for secondary and tertiary hospitalization.This Ayushman Bharat Yojana will benefit around 50 crore poor people and provide them cashless and paperless treatment in hospitals.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,Pradhan Mantri Rashtriya Swasthya Suraksha Mission (PMRSSM) is a flagship National Health Protection Scheme of Modi government. It is commonly known as Ayushman Bharat Yojana which aims to provide health insurance cover of Rs. 5 lakh for secondary and tertiary hospitalization. This scheme will benefit around 10 crore families (50 crore poor citizens) across the country.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Pradhan Mantri Rashtriya Swasthya Suraksha Mission (PMRSSM) is a flagship National Health Protection Scheme of Modi government. It is commonly known as Ayushman Bharat Yojana which aims to provide health insurance cover of Rs. 5 lakh for secondary and tertiary hospitalization. This scheme will benefit around 10 crore families (50 crore poor citizens) across the country.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Pradhan Mantri Swasthya Suraksha Yojana (PMSSY) aims to correct regional imbalances in the availability of affordable/ reliable tertiary healthcare services. It also augment facilities for quality medical education in the country. The primary focus is on setup of new AIIMS and upgradation of existing govt. medical colleges.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"Krishonnati Yojana is the name of umbrella comprising all the schemes of the government related to crop husbandry including micro-irrigation. This scheme includes 11 schemes ? MIDH, NMOOP, NMSA, SMAE, SMSP, SMAM, SMPPQ, IMACES, ISAC, ISAM, NeGP-A Schemes to benefit farmers.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"N-YES Scheme is being planned in order to provide 1 Year Compulsory Military Training with Stipend to all the 10th and 12th Pass Candidates. NaMo govt. will make this training an essential qualification after 10th and 12th class to secure jobs in Defence, Police, and Paramilitary forces. Around 10 lakh youths will be enrolled in the 1st phase for training. N-YES Scheme will also focus on providing a disciplined and nationalist Force of Youth.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE, Plant Trees on the lines of Ganga River.This campaign is to plant trees along the river banks of Ganga. The primary objective is to make holy river Ganga free from dirt and to improve the water level.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Planting trees is essential for reduction in floods, soil erosion and pollution. Any Indian Citizen who wants to lend a helping hand can plant trees in Ganga Vriksharopan Abhiyan program under Namami Gange Project.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Seva Bhoj Yojana will reduce the financial burden of Charitable Religious Institutions. Under this scheme, central government will waive off Goods and Service Tax (GST) on purchase of raw materials such as ghee, edible oil, atta / maida / flour, rice, pulses, sugar, burra for Langar in holy places. Now govt. will reimburse all the amount for providing free food to the public.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,"Restructured National Bamboo Mission scheme is to increase the net area for bamboo plantation in non-forest govt. and private lands. Promotion of Products development will be done at small, medium and micro levels to give it to larger industries.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"PM Employment Generation Programme (PMEGP) aims to generate self employment opportunities through establishment of micro enterprises in non-farm sector. This is a Credit Linked Subsidy Scheme (CLSS) and will help traditional artisans and unemployed youths to raise their wages. To avail subsidy, maximum project cost is Rs. 25 lakh for manufacturing sector and Rs. 10 lakh for business / service sector. For their business, people will have to pay only 5% to 10% of total project cost.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,"PMO Social Security Scheme provides all the social security benefits to the workers across the country. Universal Social Security Cover is going to provide Retirement, Health, Old-age, Disability, Unemployment and Maternity benefits to workers. This scheme is going to provide relief to a million number of under-priviledged workers.",
